months_programming,hours_learning_per_week,num_learning_resources,attended_bootcamp,is_under_employed,is_ethnic_minority,has_degree,is_high_income_country,log_expected_earning,paid_contributor,gender_clean,age_group,age_numeric
6.0,7.0,0.0,0,0,0,0,0,9.61587214452889,0,man,experienced,36.0
0.0,4.0,0.0,0,0,0,1,0,10.633472802314019,0,man,young,25.0
12.0,5.0,0.0,0,0,0,0,1,11.51293546492023,0,man,young,29.0
12.0,50.0,0.0,0,0,0,0,0,9.392745258631441,0,man,young,23.0
3.0,6.0,0.0,0,0,0,1,0,10.819798284210286,0,man,young,31.0
3.0,30.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,24.0
6.0,10.0,0.0,0,1,0,0,1,10.633472802314019,0,man,young,28.0
5.0,35.0,0.0,0,1,0,0,0,10.633472802314019,0,man,young,31.0
5.0,35.0,0.0,0,0,1,0,0,10.12667110305036,0,man,young,19.0
12.0,15.0,0.0,0,0,0,0,1,11.156264806643742,0,woman,young,31.0
50.0,5.0,0.0,0,1,0,1,0,10.633472802314019,1,man,young,24.0
16.0,60.0,0.0,1,0,0,1,1,10.633472802314019,1,man,young,30.0
6.0,10.0,0.0,0,0,1,1,1,10.633472802314019,0,woman,experienced,42.0
0.0,20.0,0.0,0,0,0,1,1,10.308985993422082,0,woman,experienced,36.0
12.0,10.0,0.0,0,0,0,0,0,7.601402334583733,0,man,young,21.0
4.0,3.0,0.0,0,0,0,0,1,9.90353755128617,0,man,young,16.0
5.0,5.0,0.0,0,0,0,1,0,10.275085591132715,0,man,young,24.0
0.0,2.0,0.0,0,0,0,1,1,10.633472802314019,0,man,young,31.0
2.0,15.0,0.0,0,0,0,0,0,11.51293546492023,0,woman,young,20.0
28.0,10.0,0.0,0,0,1,0,0,10.308985993422082,0,man,young,24.0
72.0,6.0,0.0,0,0,0,0,0,10.819798284210286,0,man,young,18.0
15.0,2.0,0.0,0,0,1,1,0,10.633472802314019,0,woman,experienced,40.0
200.0,4.0,0.0,0,0,1,1,1,10.633472802314019,1,man,experienced,53.0
24.0,10.0,0.0,0,0,0,1,1,10.633472802314019,1,man,young,31.0
4.0,20.0,0.0,0,1,0,1,0,9.90353755128617,0,man,experienced,35.0
0.0,15.0,0.0,0,0,0,0,0,8.699681400989514,0,man,young,20.0
1.0,4.0,0.0,0,1,0,1,1,10.633472802314019,0,woman,young,32.0
2.0,30.0,0.0,0,0,1,1,0,10.633472802314019,0,man,experienced,38.0
2.0,30.0,0.0,0,0,0,0,1,10.819798284210286,0,man,young,25.0
1.0,2.0,0.0,0,1,1,0,0,10.633472802314019,0,man,young,29.0
1.0,2.0,0.0,0,1,1,0,1,11.002116507732017,0,man,young,22.0
15.0,20.0,0.0,0,0,0,1,0,10.633472802314019,0,man,experienced,35.0
2.0,10.0,0.0,0,0,0,1,1,10.633472802314019,0,man,young,26.0
1.0,20.0,0.0,0,1,0,1,0,10.633472802314019,0,man,young,28.0
24.0,10.0,0.0,0,0,0,0,0,11.51293546492023,0,man,young,24.0
24.0,5.0,0.0,0,0,0,1,1,10.633472802314019,0,woman,young,26.0
0.0,10.0,0.0,0,1,0,0,0,10.633472802314019,0,woman,experienced,40.0
6.0,20.0,0.0,0,0,0,1,1,10.633472802314019,0,man,experienced,43.0
0.0,10.0,0.0,0,1,1,1,1,10.633472802314019,0,woman,young,30.0
0.0,0.0,0.0,0,1,0,1,0,10.633472802314019,0,man,experienced,37.0
3.0,3.0,0.0,0,0,0,0,1,10.308985993422082,0,man,young,29.0
12.0,6.0,0.0,0,0,1,0,0,5.707110264748875,0,man,young,17.0
1.0,5.0,0.0,0,0,0,1,1,10.633472802314019,0,man,experienced,45.0
6.0,10.0,0.0,0,0,0,1,0,10.633472802314019,0,man,young,24.0
0.0,10.0,0.0,0,0,0,0,1,11.289794413577894,0,man,young,21.0
3.0,10.0,0.0,1,0,0,0,1,12.611541086966115,0,man,young,26.0
3.0,30.0,0.0,0,0,0,1,0,10.633472802314019,0,man,young,24.0
6.0,7.0,0.0,0,0,0,1,0,6.2166061010848646,0,man,young,
2.0,6.0,0.0,0,1,0,1,0,10.633472802314019,0,woman,young,34.0
8.0,14.0,0.0,0,0,0,1,0,10.633472802314019,1,man,young,21.0
1.0,6.0,0.0,0,0,1,0,0,10.633472802314019,0,man,young,
36.0,60.0,0.0,0,0,0,1,0,10.633472802314019,0,man,young,29.0
8.0,6.0,0.0,0,0,1,0,1,10.633472802314019,1,man,young,
40.0,3.0,0.0,0,0,0,1,0,10.633472802314019,1,man,young,24.0
6.0,35.0,0.0,0,0,0,0,0,9.210440366976517,0,man,young,18.0
1.0,6.0,0.0,0,0,1,0,0,10.633472802314019,0,man,young,
120.0,2.0,0.0,0,0,0,1,1,11.51293546492023,0,woman,experienced,42.0
1.0,7.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,21.0
50.0,20.0,0.0,0,0,0,0,1,9.210440366976517,0,man,young,22.0
30.0,20.0,0.0,0,0,0,1,1,10.633472802314019,0,man,experienced,50.0
8.0,10.0,0.0,0,1,0,0,1,11.289794413577894,0,man,experienced,38.0
40.0,24.0,0.0,0,0,0,1,0,10.633472802314019,1,man,young,23.0
5.0,5.0,0.0,0,1,0,1,1,11.002116507732017,0,man,young,26.0
6.0,28.0,0.0,0,0,0,1,0,8.987321812850125,0,man,young,23.0
18.0,15.0,0.0,1,1,1,1,0,10.633472802314019,1,man,young,20.0
5.0,42.0,0.0,0,0,0,1,0,10.633472802314019,0,man,young,23.0
5.0,5.0,0.0,0,1,0,0,1,10.633472802314019,0,man,young,22.0
6.0,10.0,0.0,0,0,0,1,1,10.633472802314019,0,man,experienced,38.0
4.0,15.0,0.0,0,0,1,0,1,10.633472802314019,0,man,young,29.0
6.0,8.0,0.0,0,0,0,1,1,10.633472802314019,0,man,experienced,36.0
0.0,1.0,0.0,0,0,0,1,1,10.633472802314019,0,man,experienced,64.0
1.0,15.0,0.0,0,1,0,0,1,10.633472802314019,0,man,young,27.0
3.0,4.0,0.0,0,1,0,0,0,10.633472802314019,0,man,young,16.0
1.0,7.0,0.0,0,0,0,1,0,10.633472802314019,0,man,young,28.0
60.0,20.0,0.0,0,0,0,0,0,10.633472802314019,1,man,young,28.0
2.0,4.0,0.0,0,1,0,1,0,10.491301994830229,0,woman,young,26.0
6.0,10.0,0.0,0,1,0,1,1,11.002116507732017,0,man,young,24.0
1.0,4.0,0.0,0,0,0,1,1,10.819798284210286,0,woman,experienced,36.0
3.0,8.0,0.0,0,0,0,1,0,9.546884034617925,0,man,young,25.0
11.0,40.0,0.0,0,0,0,0,0,1.9459101490553132,0,man,young,23.0
48.0,10.0,0.0,0,0,0,1,1,11.289794413577894,0,man,experienced,49.0
6.0,10.0,0.0,0,0,0,1,0,8.699681400989514,0,man,young,25.0
0.0,30.0,0.0,0,1,1,0,0,10.633472802314019,0,man,young,20.0
6.0,14.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,21.0
6.0,10.0,0.0,0,0,0,0,0,10.633472802314019,0,woman,young,22.0
12.0,28.0,0.0,0,0,0,0,0,10.308985993422082,0,man,young,21.0
1.0,10.0,0.0,0,1,0,1,0,10.596659732783579,0,woman,young,26.0
0.0,8.0,0.0,0,1,0,0,0,10.633472802314019,0,man,young,25.0
200.0,30.0,0.0,0,1,1,1,1,10.633472802314019,0,man,experienced,59.0
60.0,5.0,0.0,1,0,1,1,1,10.633472802314019,1,man,young,31.0
24.0,20.0,0.0,0,0,1,1,1,11.407576060361786,0,man,young,27.0
2.0,10.0,0.0,0,1,0,1,1,10.633472802314019,0,woman,experienced,37.0
2.0,12.0,0.0,0,0,0,1,0,6.90875477931522,0,woman,young,24.0
8.0,10.0,0.0,0,1,0,1,1,10.633472802314019,0,man,young,25.0
24.0,20.0,0.0,0,0,1,1,0,10.633472802314019,1,man,young,25.0
2.0,5.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,25.0
24.0,50.0,0.0,0,1,1,1,0,10.633472802314019,0,man,young,25.0
1.0,1.0,0.0,0,0,0,1,1,10.633472802314019,0,man,young,25.0
3.0,20.0,0.0,1,0,0,1,1,11.225256725762893,0,woman,experienced,38.0
36.0,20.0,0.0,0,0,1,1,1,10.633472802314019,0,woman,experienced,45.0
8.0,4.0,0.0,0,1,0,1,0,10.596659732783579,0,man,young,26.0
1.0,15.0,0.0,0,0,0,1,0,8.343077871169383,0,man,young,23.0
13.0,10.0,0.0,0,0,0,0,0,0.0,0,man,young,15.0
6.0,28.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,26.0
1.0,8.0,0.0,0,1,0,1,1,10.915106645867503,0,man,young,32.0
6.0,4.0,0.0,0,1,0,0,0,10.633472802314019,0,man,experienced,46.0
7.0,1.0,0.0,0,0,0,0,1,10.633472802314019,1,man,young,23.0
3.0,15.0,0.0,0,0,0,0,1,10.633472802314019,0,man,young,25.0
3.0,20.0,0.0,0,0,0,1,0,9.90353755128617,0,man,young,22.0
3.0,15.0,0.0,0,1,0,1,1,10.633472802314019,0,woman,young,34.0
2.0,1.0,0.0,0,1,0,1,1,10.633472802314019,0,man,experienced,46.0
1.0,8.0,0.0,0,0,0,0,1,11.156264806643742,0,man,young,25.0
3.0,1.0,0.0,0,0,1,0,1,10.633472802314019,0,man,young,15.0
36.0,4.0,0.0,1,0,1,0,1,10.819798284210286,0,man,young,29.0
5.0,4.0,0.0,0,0,0,1,1,10.633472802314019,1,man,young,24.0
7.0,20.0,0.0,0,1,0,1,1,10.819798284210286,0,woman,experienced,50.0
6.0,10.0,0.0,0,1,1,1,1,10.633472802314019,0,woman,young,
6.0,10.0,0.0,0,0,0,1,0,10.633472802314019,1,man,young,25.0
16.0,10.0,0.0,0,0,0,0,1,10.633472802314019,0,man,young,20.0
36.0,8.0,0.0,0,1,0,0,1,10.633472802314019,1,man,young,20.0
1.0,2.0,0.0,0,0,0,1,1,10.633472802314019,0,man,young,34.0
2.0,15.0,0.0,0,0,1,1,1,10.633472802314019,0,man,young,30.0
0.0,10.0,0.0,0,1,1,0,0,6.90875477931522,0,man,young,20.0
5.0,20.0,0.0,0,1,0,1,0,8.853808274977197,0,man,young,22.0
1.0,2.0,0.0,0,0,0,0,1,11.289794413577894,0,man,young,27.0
18.0,10.0,0.0,0,0,0,1,0,10.633472802314019,0,man,young,30.0
1.0,40.0,0.0,0,0,1,0,0,9.210440366976517,0,man,young,30.0
1.0,10.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,22.0
40.0,4.0,0.0,0,0,0,1,0,10.633472802314019,1,man,young,26.0
0.0,4.0,0.0,0,0,0,0,1,9.90353755128617,0,woman,experienced,39.0
12.0,20.0,0.0,0,0,0,1,0,10.596659732783579,0,man,young,23.0
1.0,30.0,0.0,0,1,0,0,0,8.612685172875459,0,man,young,19.0
24.0,30.0,0.0,0,1,0,1,0,10.633472802314019,0,man,young,24.0
30.0,20.0,0.0,0,0,0,1,0,10.633472802314019,1,man,young,26.0
1.0,10.0,0.0,0,0,1,1,0,11.407576060361786,0,man,young,27.0
72.0,20.0,0.0,0,1,0,0,0,10.819798284210286,0,man,young,25.0
72.0,5.0,0.0,0,1,1,1,0,10.633472802314019,1,man,young,28.0
12.0,10.0,0.0,0,0,1,1,0,10.633472802314019,1,man,experienced,36.0
0.0,2.0,0.0,0,0,0,0,1,10.633472802314019,0,man,experienced,60.0
1.0,5.0,0.0,0,1,0,1,1,10.633472802314019,0,man,young,33.0
0.0,16.0,0.0,0,0,0,1,0,10.633472802314019,1,woman,young,28.0
6.0,15.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,20.0
12.0,12.0,0.0,0,0,0,1,0,8.987321812850125,0,woman,young,28.0
24.0,10.0,0.0,0,1,1,1,0,10.633472802314019,0,man,young,27.0
4.0,17.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,17.0
2.0,40.0,0.0,0,0,0,1,0,11.002116507732017,0,man,young,25.0
12.0,5.0,0.0,0,0,0,0,0,8.699681400989514,0,woman,young,21.0
0.0,3.0,0.0,0,0,0,0,1,10.596659732783579,0,woman,young,30.0
12.0,30.0,0.0,0,0,1,1,1,11.51293546492023,0,man,young,22.0
32.0,10.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,18.0
2.0,3.0,0.0,0,0,1,1,1,10.633472802314019,0,woman,experienced,37.0
3.0,8.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,17.0
1.0,10.0,0.0,0,0,0,1,1,10.819798284210286,0,man,experienced,63.0
60.0,20.0,0.0,0,0,0,1,0,10.633472802314019,1,man,experienced,36.0
2.0,14.0,0.0,0,0,0,1,0,10.633472802314019,0,man,young,19.0
3.0,35.0,0.0,0,0,0,0,0,9.23024103368252,0,woman,young,23.0
7.0,30.0,0.0,0,0,0,0,0,9.210440366976517,0,man,young,19.0
0.0,10.0,0.0,0,0,0,1,1,10.308985993422082,0,man,experienced,40.0
2.0,1.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,24.0
36.0,10.0,0.0,0,0,1,0,0,10.633472802314019,0,man,young,20.0
45.0,1.0,0.0,0,0,0,1,0,10.633472802314019,1,man,young,21.0
2.0,15.0,0.0,0,1,0,1,0,3.9318256327243257,0,woman,experienced,35.0
24.0,10.0,0.0,0,0,0,0,0,10.633472802314019,1,man,young,17.0
1.0,8.0,0.0,0,0,0,1,0,8.699681400989514,0,man,young,27.0
12.0,8.0,0.0,0,0,0,1,0,10.633472802314019,1,man,experienced,36.0
0.0,24.0,0.0,0,1,0,0,0,10.373522431293592,0,man,experienced,50.0
24.0,5.0,0.0,0,0,0,1,1,10.633472802314019,1,man,young,27.0
48.0,10.0,0.0,0,0,0,1,0,10.633472802314019,1,man,young,22.0
10.0,8.0,0.0,0,1,1,1,1,11.289794413577894,0,man,experienced,38.0
1.0,10.0,0.0,0,1,1,0,1,10.633472802314019,0,man,young,21.0
0.0,0.0,0.0,0,0,0,1,1,10.633472802314019,0,man,experienced,48.0
36.0,10.0,0.0,0,0,0,1,0,9.105090961257085,0,man,young,22.0
30.0,14.0,0.0,0,0,0,1,0,7.313886831633462,0,man,young,22.0
2.0,10.0,0.0,0,0,0,0,1,10.633472802314019,0,woman,experienced,38.0
3.0,5.0,0.0,0,1,0,1,1,10.633472802314019,0,man,young,25.0
6.0,10.0,0.0,0,1,0,1,0,10.633472802314019,0,man,young,30.0
14.0,10.0,0.0,0,0,1,0,0,10.633472802314019,1,man,young,33.0
12.0,8.0,0.0,0,1,0,1,0,10.633472802314019,1,man,young,29.0
14.0,4.0,0.0,0,1,0,1,0,10.633472802314019,1,woman,young,31.0
3.0,21.0,0.0,1,0,0,1,0,7.0909098220799835,0,man,young,22.0
9.0,15.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,20.0
10.0,2.0,0.0,0,0,0,0,0,10.633472802314019,0,woman,young,
24.0,6.0,0.0,0,0,0,1,1,6.90875477931522,0,man,young,31.0
24.0,20.0,0.0,0,0,0,1,0,6.90875477931522,0,man,young,27.0
30.0,2.0,0.0,0,1,0,1,1,10.633472802314019,1,woman,experienced,37.0
3.0,1.0,0.0,0,1,1,1,1,11.289794413577894,0,woman,young,34.0
60.0,20.0,0.0,0,1,0,0,0,10.633472802314019,1,man,young,22.0
40.0,5.0,0.0,0,0,0,0,1,10.633472802314019,0,man,young,16.0
0.0,6.0,0.0,0,0,0,1,0,6.90875477931522,0,man,young,25.0
3.0,7.0,0.0,0,0,0,1,1,10.633472802314019,0,woman,young,24.0
12.0,10.0,0.0,0,0,0,1,1,10.463131911491967,0,woman,young,26.0
18.0,10.0,0.0,0,0,0,1,0,10.633472802314019,1,man,young,24.0
6.0,10.0,0.0,0,1,1,1,1,11.884495917930655,0,man,experienced,44.0
4.0,10.0,0.0,0,1,0,0,0,8.962007209588313,0,man,young,23.0
1.0,4.0,0.0,0,1,0,0,1,10.633472802314019,0,man,young,23.0
36.0,4.0,0.0,0,1,0,0,1,10.633472802314019,0,man,experienced,36.0
6.0,30.0,0.0,1,1,0,0,1,10.165890277802454,0,man,young,32.0
48.0,20.0,0.0,1,0,1,1,1,11.156264806643742,0,man,young,27.0
14.0,24.0,0.0,0,0,0,0,1,10.184937747111391,0,man,young,24.0
8.0,3.0,0.0,0,1,0,1,1,11.002116507732017,0,woman,young,30.0
15.0,6.0,0.0,0,0,0,1,0,9.90353755128617,0,man,young,21.0
24.0,10.0,0.0,0,0,1,1,1,10.463131911491967,0,man,young,33.0
100.0,5.0,0.0,0,0,0,1,0,10.633472802314019,1,man,experienced,35.0
7.0,35.0,0.0,1,1,1,0,0,10.633472802314019,1,man,young,28.0
0.0,4.0,0.0,0,1,1,1,1,9.90353755128617,0,man,experienced,44.0
0.0,2.0,0.0,0,0,0,0,1,10.633472802314019,0,man,young,25.0
2.0,5.0,0.0,0,0,0,0,1,10.633472802314019,0,man,young,21.0
36.0,1.0,0.0,0,0,0,1,0,10.633472802314019,0,man,young,23.0
200.0,2.0,0.0,0,0,0,1,1,10.633472802314019,1,man,experienced,58.0
60.0,10.0,0.0,0,0,0,1,0,10.633472802314019,1,man,experienced,35.0
12.0,20.0,0.0,0,1,0,1,1,10.633472802314019,0,man,experienced,39.0
72.0,20.0,0.0,0,0,1,1,1,10.633472802314019,1,man,experienced,38.0
1.0,50.0,0.0,0,0,0,1,0,5.860786223465865,0,man,young,23.0
15.0,21.0,0.0,1,0,0,0,0,10.633472802314019,0,man,young,19.0
3.0,10.0,0.0,0,0,0,1,0,10.633472802314019,0,man,young,30.0
9.0,12.0,0.0,0,0,0,1,0,10.633472802314019,1,man,young,24.0
5.0,10.0,0.0,0,1,0,0,0,10.633472802314019,1,man,young,30.0
4.0,3.0,0.0,0,0,0,1,0,10.404293143019792,0,man,young,24.0
1.0,2.0,0.0,0,0,0,1,0,8.106514516255185,0,man,young,27.0
5.0,20.0,0.0,0,1,0,0,1,10.633472802314019,0,man,experienced,36.0
18.0,5.0,0.0,0,0,0,1,0,10.633472802314019,0,man,experienced,36.0
6.0,15.0,0.0,0,1,0,0,1,11.002116507732017,0,man,young,27.0
6.0,9.0,0.0,0,0,0,1,0,10.633472802314019,1,man,young,28.0
24.0,12.0,0.0,0,0,1,1,0,10.633472802314019,1,man,young,29.0
5.0,2.0,0.0,0,0,0,0,1,10.633472802314019,0,man,young,28.0
2.0,10.0,0.0,0,1,0,1,1,10.308985993422082,0,man,young,31.0
120.0,10.0,0.0,1,0,1,0,0,10.633472802314019,1,man,experienced,45.0
24.0,24.0,0.0,0,1,0,1,0,10.633472802314019,0,man,young,24.0
0.0,40.0,0.0,0,1,0,0,0,9.90353755128617,0,man,young,24.0
2.0,12.0,0.0,0,1,1,0,1,10.596659732783579,0,man,young,22.0
14.0,3.0,0.0,0,1,0,1,0,10.819798284210286,0,man,young,28.0
0.0,5.0,0.0,0,1,0,1,1,10.633472802314019,0,man,experienced,35.0
90.0,1.0,0.0,0,0,1,0,1,10.633472802314019,1,man,experienced,44.0
12.0,10.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,19.0
18.0,10.0,0.0,0,1,1,1,1,10.714439990727769,0,woman,experienced,45.0
5.0,10.0,0.0,0,1,0,1,0,10.633472802314019,0,man,young,32.0
7.0,5.0,0.0,0,0,0,1,0,10.633472802314019,1,man,young,22.0
15.0,15.0,0.0,0,0,0,0,0,10.633472802314019,1,man,young,20.0
1.0,15.0,0.0,0,1,1,1,1,11.350418300109132,0,man,young,27.0
0.0,48.0,0.0,0,0,1,0,0,7.0909098220799835,0,man,young,18.0
4.0,20.0,0.0,0,0,0,1,0,5.993961427306569,0,man,young,29.0
6.0,30.0,0.0,0,0,0,1,0,10.633472802314019,0,man,young,25.0
6.0,5.0,0.0,0,1,0,1,0,10.633472802314019,0,woman,experienced,44.0
24.0,14.0,0.0,0,0,1,0,0,11.156264806643742,0,man,young,28.0
42.0,16.0,0.0,0,0,0,0,0,6.90875477931522,0,man,young,32.0
0.0,8.0,0.0,0,1,1,0,1,11.002116507732017,0,man,young,21.0
12.0,10.0,0.0,0,1,1,0,0,11.002116507732017,0,man,experienced,55.0
2.0,14.0,0.0,0,0,1,0,0,10.633472802314019,0,man,young,19.0
12.0,21.0,0.0,0,0,0,0,0,11.51293546492023,0,man,young,16.0
3.0,25.0,0.0,0,0,0,1,0,10.596659732783579,0,man,young,28.0
2.0,5.0,0.0,0,1,0,0,0,10.308985993422082,0,man,young,26.0
10.0,10.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,20.0
70.0,4.0,0.0,0,1,0,1,0,7.313886831633462,0,man,young,33.0
3.0,20.0,0.0,0,0,0,0,1,10.633472802314019,0,man,experienced,50.0
0.0,0.0,0.0,0,0,0,1,0,10.633472802314019,1,man,young,30.0
0.0,1.0,0.0,0,0,1,0,1,10.308985993422082,0,man,young,15.0
0.0,0.0,0.0,0,1,0,0,1,10.819798284210286,0,man,young,21.0
5.0,1.0,0.0,0,0,0,0,1,10.633472802314019,0,man,young,18.0
6.0,10.0,0.0,0,0,1,0,1,10.819798284210286,0,man,young,23.0
6.0,1.0,0.0,1,0,1,0,0,10.633472802314019,0,man,young,27.0
8.0,4.0,0.0,0,0,1,0,1,10.819798284210286,0,man,young,25.0
1.0,10.0,0.0,0,1,0,0,1,10.819798284210286,0,man,young,22.0
2.0,10.0,0.0,0,0,1,0,1,10.633472802314019,0,woman,young,24.0
18.0,8.0,0.0,0,0,1,1,1,10.915106645867503,0,man,young,26.0
5.0,10.0,0.0,0,0,1,0,1,10.633472802314019,0,man,young,20.0
0.0,1.0,0.0,0,0,1,0,1,10.819798284210286,0,man,young,19.0
12.0,5.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,28.0
2.0,5.0,0.0,0,1,0,1,1,10.633472802314019,0,woman,young,29.0
1.0,2.0,0.0,0,1,1,0,1,11.002116507732017,0,man,experienced,52.0
24.0,10.0,0.0,0,0,0,1,0,10.633472802314019,0,man,young,19.0
12.0,10.0,0.0,0,0,1,0,0,10.633472802314019,1,man,young,17.0
12.0,4.0,0.0,0,0,0,0,1,10.915106645867503,0,man,young,30.0
5.0,2.0,0.0,0,1,0,0,0,10.633472802314019,0,woman,young,29.0
28.0,1.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,28.0
1.0,27.0,0.0,0,1,1,0,1,11.002116507732017,0,man,young,33.0
36.0,2.0,0.0,0,0,1,0,1,11.407576060361786,0,woman,young,21.0
6.0,12.0,0.0,0,0,1,0,1,10.596659732783579,0,woman,young,25.0
33.0,8.0,0.0,0,1,1,1,1,10.633472802314019,1,man,young,24.0
96.0,10.0,0.0,0,0,0,0,0,10.633472802314019,1,man,young,30.0
6.0,10.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,25.0
9.0,15.0,0.0,0,0,0,1,1,10.633472802314019,0,woman,young,29.0
3.0,12.0,0.0,0,1,0,0,1,11.002116507732017,0,man,young,23.0
0.0,0.0,0.0,0,0,0,0,1,10.633472802314019,0,man,young,
1.0,5.0,0.0,0,1,0,0,1,10.633472802314019,0,man,young,23.0
3.0,10.0,0.0,0,1,0,1,1,10.633472802314019,0,man,experienced,36.0
0.0,20.0,0.0,0,1,0,0,0,10.633472802314019,0,man,young,31.0
1.0,8.0,0.0,0,0,0,0,1,10.714439990727769,0,man,experienced,39.0
0.0,1.0,0.0,0,0,0,0,1,10.633472802314019,0,woman,young,30.0
8.0,10.0,0.0,0,0,0,1,1,11.407576060361786,0,woman,young,22.0
12.0,5.0,0.0,0,0,0,1,1,10.633472802314019,0,man,young,23.0
24.0,35.0,0.0,0,0,1,1,1,10.633472802314019,0,man,young,25.0
48.0,10.0,0.0,0,1,0,1,1,11.918397239722838,0,man,experienced,59.0
6.0,4.0,0.0,0,0,0,1,1,11.289794413577894,0,man,experienced,37.0
1.0,30.0,0.0,0,1,0,0,1,10.714439990727769,0,man,young,28.0
5.0,2.0,0.0,0,0,1,0,1,10.714439990727769,0,man,experienced,38.0
0.0,35.0,0.0,0,0,0,0,1,10.633472802314019,0,man,young,15.0
0.0,10.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,33.0
8.0,10.0,0.0,0,0,1,1,1,10.915106645867503,0,woman,young,28.0
36.0,1.0,0.0,0,0,1,1,1,10.633472802314019,0,woman,young,30.0
3.0,20.0,0.0,0,1,0,1,0,10.633472802314019,0,man,experienced,40.0
0.0,1.0,0.0,0,1,0,1,1,10.596659732783579,0,man,experienced,35.0
6.0,14.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,18.0
0.0,10.0,0.0,0,0,0,0,1,10.633472802314019,0,woman,young,32.0
24.0,5.0,0.0,0,1,1,1,1,10.633472802314019,0,man,experienced,36.0
1.0,28.0,0.0,0,0,0,0,1,10.085850775128717,0,man,young,20.0
0.0,5.0,0.0,0,0,0,0,0,10.633472802314019,0,man,experienced,39.0
1.0,10.0,0.0,0,1,0,1,0,10.633472802314019,0,man,young,27.0
3.0,10.0,0.0,0,0,1,0,1,11.002116507732017,0,woman,young,23.0
1.0,30.0,0.0,0,0,0,1,1,10.819798284210286,0,man,young,21.0
6.0,10.0,0.0,0,0,1,0,0,10.12667110305036,0,man,young,
0.0,0.0,0.0,0,0,0,1,0,10.633472802314019,0,man,experienced,35.0
12.0,3.0,0.0,0,1,0,0,1,10.596659732783579,0,man,young,33.0
1.0,20.0,0.0,0,1,1,1,1,11.082157933374816,0,man,young,27.0
0.0,15.0,0.0,0,0,1,0,1,10.819798284210286,0,man,experienced,55.0
10.0,20.0,0.0,1,0,0,1,1,11.002116507732017,0,man,young,25.0
1.0,12.0,0.0,0,0,0,1,0,0.0,0,man,young,24.0
24.0,20.0,0.0,0,0,0,1,1,10.633472802314019,0,man,experienced,38.0
6.0,10.0,0.0,0,0,0,1,1,10.596659732783579,0,man,young,25.0
3.0,14.0,0.0,0,0,1,1,0,10.633472802314019,0,man,young,29.0
0.0,2.0,0.0,0,1,1,0,0,10.633472802314019,0,woman,young,15.0
0.0,15.0,0.0,0,0,1,0,1,10.633472802314019,0,man,experienced,62.0
12.0,12.0,0.0,0,0,1,1,0,10.633472802314019,1,man,young,24.0
1.0,3.0,0.0,0,1,0,0,1,10.633472802314019,0,man,experienced,49.0
4.0,5.0,0.0,0,0,1,1,0,10.633472802314019,0,man,young,24.0
24.0,10.0,0.0,0,1,1,1,1,10.633472802314019,0,man,young,25.0
7.0,15.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,19.0
60.0,12.0,0.0,0,0,0,1,0,10.633472802314019,1,man,young,31.0
0.0,5.0,0.0,0,0,0,0,0,9.90353755128617,0,man,young,16.0
2.0,25.0,0.0,0,0,0,0,1,11.082157933374816,0,man,young,32.0
24.0,16.0,0.0,0,0,0,1,1,10.757924157061597,0,man,young,25.0
0.0,5.0,0.0,0,0,1,0,1,11.082157933374816,0,man,experienced,48.0
4.0,5.0,0.0,0,1,0,1,1,10.463131911491967,0,man,experienced,47.0
24.0,10.0,0.0,0,1,0,1,1,10.633472802314019,0,man,experienced,48.0
2.0,7.0,0.0,0,0,0,0,1,10.308985993422082,0,man,young,19.0
24.0,10.0,0.0,0,1,1,0,0,10.491301994830229,0,man,young,33.0
1.0,10.0,0.0,0,0,0,1,1,11.289794413577894,0,man,young,29.0
1.0,10.0,0.0,0,0,0,1,1,11.002116507732017,0,man,young,25.0
20.0,4.0,0.0,0,0,0,1,1,10.633472802314019,0,man,young,28.0
0.0,16.0,0.0,0,0,0,0,1,10.633472802314019,0,man,young,21.0
4.0,20.0,0.0,0,0,0,1,1,10.819798284210286,0,woman,young,25.0
0.0,10.0,0.0,0,0,0,0,1,10.633472802314019,0,woman,experienced,51.0
3.0,15.0,0.0,0,1,0,0,1,10.819798284210286,0,man,young,19.0
2.0,10.0,0.0,0,1,0,1,0,10.633472802314019,0,man,young,22.0
